"Subject_ID","Participant","Date","Time","Duration","Screen_Resolution","Screen_Size","Screen_Refresh","Browser","Browser_Version","Device","Device_OS","Illusion_Type","Block","Block_Order","Stimulus","Illusion_Strength","Illusion_Direction","Illusion_Side","Illusion_Difference","Illusion_Difference_Category","Illusion_Strength_Category","Answer","Error","ISI","RT","Event_Number"
"sub-110","qh07hl","22/12/2022","10:45:07",26.7722666666667,"1366x600",0.8196,60.56,"chrome","108.0.0","Desktop","Windows 10","Ebbinghaus",1,1,"Ebbinghaus_-0.1000_-0.2800",-0.1,"Congruent","-1",0.28,"Hard","Mild","arrowright",0,1344,515,1
"sub-110","qh07hl","22/12/2022","10:45:07",26.7722666666667,"1366x600",0.8196,60.56,"chrome","108.0.0","Desktop","Windows 10","Ebbinghaus",1,1,"Ebbinghaus_0.35714_-0.2150",0.35714,"Incongruent","-1",0.215,"Hard","Mild","arrowright",0,1450,457,2
"sub-110","qh07hl","22/12/2022","10:45:07",26.7722666666667,"1366x600",0.8196,60.56,"chrome","108.0.0","Desktop","Windows 10","Ebbinghaus",1,1,"Ebbinghaus_-0.1000_-0.15857",-0.1,"Congruent","-1",0.15857,"Easy","Mild","arrowright",0,1246,403,3
"sub-110","qh07hl","22/12/2022","10:45:07",26.7722666666667,"1366x600",0.8196,60.56,"chrome","108.0.0","Desktop","Windows 10","Ebbinghaus",1,1,"Ebbinghaus_-0.61429_0.28000",-0.61429,"Congruent","1",0.28,"Hard","Mild","arrowleft",0,1433,396,4
"sub-110","qh07hl","22/12/2022","10:45:07",26.7722666666667,"1366x600",0.8196,60.56,"chrome","108.0.0","Desktop","Windows 10","Ebbinghaus",1,1,"Ebbinghaus_0.87143_0.28000",0.87143,"Incongruent","1",0.28,"Hard","Mild","arrowright",1,1072,510,5
"sub-110","qh07hl","22/12/2022","10:45:07",26.7722666666667,"1366x600",0.8196,60.56,"chrome","108.0.0","Desktop","Windows 10","Ebbinghaus",1,1,"Ebbinghaus_0.61429_-0.11071",0.61429,"Incongruent","-1",0.11071,"Easy","Mild","arrowright",0,1425,427,6
"sub-110","qh07hl","22/12/2022","10:45:07",26.7722666666667,"1366x600",0.8196,60.56,"chrome","108.0.0","Desktop","Windows 10","Ebbinghaus",1,1,"Ebbinghaus_0.61429_-0.2150",0.61429,"Incongruent","-1",0.215,"Hard","Mild","arrowright",0,1232,423,7
"sub-110","qh07hl","22/12/2022","10:45:07",26.7722666666667,"1366x600",0.8196,60.56,"chrome","108.0.0","Desktop","Windows 10","Ebbinghaus",1,1,"Ebbinghaus_-0.87143_0.11071",-0.87143,"Congruent","1",0.11071,"Easy","Mild","arrowleft",0,1430,516,8
"sub-110","qh07hl","22/12/2022","10:45:07",26.7722666666667,"1366x600",0.8196,60.56,"chrome","108.0.0","Desktop","Windows 10","Ebbinghaus",1,1,"Ebbinghaus_-0.87143_0.28000",-0.87143,"Congruent","1",0.28,"Hard","Mild","arrowleft",0,1057,360,9
"sub-110","qh07hl","22/12/2022","10:45:07",26.7722666666667,"1366x600",0.8196,60.56,"chrome","108.0.0","Desktop","Windows 10","Ebbinghaus",1,1,"Ebbinghaus_-0.61429_-0.2150",-0.61429,"Congruent","-1",0.215,"Hard","Mild","arrowright",0,1229,462,10
"sub-110","qh07hl","22/12/2022","10:45:07",26.7722666666667,"1366x600",0.8196,60.56,"chrome","108.0.0","Desktop","Windows 10","Ebbinghaus",1,1,"Ebbinghaus_0.61429_0.21500",0.61429,"Incongruent","1",0.215,"Hard","Mild","arrowleft",0,1365,445,11
"sub-110","qh07hl","22/12/2022","10:45:07",26.7722666666667,"1366x600",0.8196,60.56,"chrome","108.0.0","Desktop","Windows 10","Ebbinghaus",1,1,"Ebbinghaus_0.10000_0.28000",0.1,"Incongruent","1",0.28,"Hard","Mild","arrowleft",0,1037,413,12
"sub-110","qh07hl","22/12/2022","10:45:07",26.7722666666667,"1366x600",0.8196,60.56,"chrome","108.0.0","Desktop","Windows 10","Ebbinghaus",1,1,"Ebbinghaus_0.35714_0.15857",0.35714,"Incongruent","1",0.15857,"Easy","Mild","arrowleft",0,1113,403,13
"sub-110","qh07hl","22/12/2022","10:45:07",26.7722666666667,"1366x600",0.8196,60.56,"chrome","108.0.0","Desktop","Windows 10","Ebbinghaus",1,1,"Ebbinghaus_-0.1000_0.15857",-0.1,"Congruent","1",0.15857,"Easy","Mild","arrowleft",0,1451,437,14
"sub-110","qh07hl","22/12/2022","10:45:07",26.7722666666667,"1366x600",0.8196,60.56,"chrome","108.0.0","Desktop","Windows 10","Ebbinghaus",1,1,"Ebbinghaus_-0.35714_0.11071",-0.35714,"Congruent","1",0.11071,"Easy","Mild","arrowleft",0,1437,440,15
"sub-110","qh07hl","22/12/2022","10:45:07",26.7722666666667,"1366x600",0.8196,60.56,"chrome","108.0.0","Desktop","Windows 10","Ebbinghaus",1,1,"Ebbinghaus_-0.1000_0.21500",-0.1,"Congruent","1",0.215,"Hard","Mild","arrowleft",0,1155,401,16
"sub-110","qh07hl","22/12/2022","10:45:07",26.7722666666667,"1366x600",0.8196,60.56,"chrome","108.0.0","Desktop","Windows 10","Ebbinghaus",1,1,"Ebbinghaus_-0.35714_-0.15857",-0.35714,"Congruent","-1",0.15857,"Easy","Mild","arrowright",0,1074,485,17
"sub-110","qh07hl","22/12/2022","10:45:07",26.7722666666667,"1366x600",0.8196,60.56,"chrome","108.0.0","Desktop","Windows 10","Ebbinghaus",1,1,"Ebbinghaus_-0.87143_-0.2800",-0.87143,"Congruent","-1",0.28,"Hard","Mild","arrowright",0,1177,419,18
"sub-110","qh07hl","22/12/2022","10:45:07",26.7722666666667,"1366x600",0.8196,60.56,"chrome","108.0.0","Desktop","Windows 10","Ebbinghaus",1,1,"Ebbinghaus_0.87143_-0.15857",0.87143,"Incongruent","-1",0.15857,"Easy","Mild","arrowright",0,1266,389,19
"sub-110","qh07hl","22/12/2022","10:45:07",26.7722666666667,"1366x600",0.8196,60.56,"chrome","108.0.0","Desktop","Windows 10","Ebbinghaus",1,1,"Ebbinghaus_-0.1000_-0.2150",-0.1,"Congruent","-1",0.215,"Hard","Mild","arrowright",0,1428,417,20
"sub-110","qh07hl","22/12/2022","10:45:07",26.7722666666667,"1366x600",0.8196,60.56,"chrome","108.0.0","Desktop","Windows 10","Ebbinghaus",1,1,"Ebbinghaus_0.35714_-0.2800",0.35714,"Incongruent","-1",0.28,"Hard","Mild","arrowright",0,1169,439,21
"sub-110","qh07hl","22/12/2022","10:45:07",26.7722666666667,"1366x600",0.8196,60.56,"chrome","108.0.0","Desktop","Windows 10","Ebbinghaus",1,1,"Ebbinghaus_-0.35714_-0.11071",-0.35714,"Congruent","-1",0.11071,"Easy","Mild","arrowright",0,1264,386,22
"sub-110","qh07hl","22/12/2022","10:45:07",26.7722666666667,"1366x600",0.8196,60.56,"chrome","108.0.0","Desktop","Windows 10","Ebbinghaus",1,1,"Ebbinghaus_0.61429_0.15857",0.61429,"Incongruent","1",0.15857,"Easy","Mild","arrowleft",0,1468,467,23
"sub-110","qh07hl","22/12/2022","10:45:07",26.7722666666667,"1366x600",0.8196,60.56,"chrome","108.0.0","Desktop","Windows 10","Ebbinghaus",1,1,"Ebbinghaus_0.35714_-0.15857",0.35714,"Incongruent","-1",0.15857,"Easy","Mild","arrowright",0,1319,515,24
"sub-110","qh07hl","22/12/2022","10:45:07",26.7722666666667,"1366x600",0.8196,60.56,"chrome","108.0.0","Desktop","Windows 10","Ebbinghaus",1,1,"Ebbinghaus_-0.35714_0.28000",-0.35714,"Congruent","1",0.28,"Hard","Mild","arrowleft",0,1153,409,25
"sub-110","qh07hl","22/12/2022","10:45:07",26.7722666666667,"1366x600",0.8196,60.56,"chrome","108.0.0","Desktop","Windows 10","Ebbinghaus",1,1,"Ebbinghaus_0.10000_-0.2150",0.1,"Incongruent","-1",0.215,"Hard","Mild","arrowright",0,1355,485,26
"sub-110","qh07hl","22/12/2022","10:45:07",26.7722666666667,"1366x600",0.8196,60.56,"chrome","108.0.0","Desktop","Windows 10","Ebbinghaus",1,1,"Ebbinghaus_0.87143_0.21500",0.87143,"Incongruent","1",0.215,"Hard","Mild","arrowleft",0,1178,410,27
"sub-110","qh07hl","22/12/2022","10:45:07",26.7722666666667,"1366x600",0.8196,60.56,"chrome","108.0.0","Desktop","Windows 10","Ebbinghaus",1,1,"Ebbinghaus_-0.1000_0.28000",-0.1,"Congruent","1",0.28,"Hard","Mild","arrowleft",0,1456,436,28
"sub-110","qh07hl","22/12/2022","10:45:07",26.7722666666667,"1366x600",0.8196,60.56,"chrome","108.0.0","Desktop","Windows 10","Ebbinghaus",1,1,"Ebbinghaus_0.10000_0.15857",0.1,"Incongruent","1",0.15857,"Easy","Mild","arrowleft",0,1278,406,29
"sub-110","qh07hl","22/12/2022","10:45:07",26.7722666666667,"1366x600",0.8196,60.56,"chrome","108.0.0","Desktop","Windows 10","Ebbinghaus",1,1,"Ebbinghaus_0.10000_-0.11071",0.1,"Incongruent","-1",0.11071,"Easy","Mild","arrowright",0,1225,664,30
"sub-110","qh07hl","22/12/2022","10:45:07",26.7722666666667,"1366x600",0.8196,60.56,"chrome","108.0.0","Desktop","Windows 10","Ebbinghaus",1,1,"Ebbinghaus_0.87143_-0.11071",0.87143,"Incongruent","-1",0.11071,"Easy","Mild","arrowright",0,1003,375,31
"sub-110","qh07hl","22/12/2022","10:45:07",26.7722666666667,"1366x600",0.8196,60.56,"chrome","108.0.0","Desktop","Windows 10","Ebbinghaus",1,1,"Ebbinghaus_-0.35714_-0.2800",-0.35714,"Congruent","-1",0.28,"Hard","Mild","arrowright",0,1434,414,32
"sub-110","qh07hl","22/12/2022","10:45:07",26.7722666666667,"1366x600",0.8196,60.56,"chrome","108.0.0","Desktop","Windows 10","Ebbinghaus",1,1,"Ebbinghaus_0.10000_-0.2800",0.1,"Incongruent","-1",0.28,"Hard","Mild","arrowright",0,1359,457,33
"sub-110","qh07hl","22/12/2022","10:45:07",26.7722666666667,"1366x600",0.8196,60.56,"chrome","108.0.0","Desktop","Windows 10","Ebbinghaus",1,1,"Ebbinghaus_-0.87143_-0.2150",-0.87143,"Congruent","-1",0.215,"Hard","Mild","arrowright",0,1023,475,34
"sub-110","qh07hl","22/12/2022","10:45:07",26.7722666666667,"1366x600",0.8196,60.56,"chrome","108.0.0","Desktop","Windows 10","Ebbinghaus",1,1,"Ebbinghaus_-0.35714_0.15857",-0.35714,"Congruent","1",0.15857,"Easy","Mild","arrowleft",0,1189,540,35
"sub-110","qh07hl","22/12/2022","10:45:07",26.7722666666667,"1366x600",0.8196,60.56,"chrome","108.0.0","Desktop","Windows 10","Ebbinghaus",1,1,"Ebbinghaus_0.35714_0.21500",0.35714,"Incongruent","1",0.215,"Hard","Mild","arrowleft",0,1174,406,36
"sub-110","qh07hl","22/12/2022","10:45:07",26.7722666666667,"1366x600",0.8196,60.56,"chrome","108.0.0","Desktop","Windows 10","Ebbinghaus",1,1,"Ebbinghaus_-0.61429_0.21500",-0.61429,"Congruent","1",0.215,"Hard","Mild","arrowleft",0,1098,401,37
"sub-110","qh07hl","22/12/2022","10:45:07",26.7722666666667,"1366x600",0.8196,60.56,"chrome","108.0.0","Desktop","Windows 10","Ebbinghaus",1,1,"Ebbinghaus_0.87143_0.11071",0.87143,"Incongruent","1",0.11071,"Easy","Mild","arrowright",1,1220,518,38
"sub-110","qh07hl","22/12/2022","10:45:07",26.7722666666667,"1366x600",0.8196,60.56,"chrome","108.0.0","Desktop","Windows 10","Ebbinghaus",1,1,"Ebbinghaus_-0.61429_-0.2800",-0.61429,"Congruent","-1",0.28,"Hard","Mild","arrowright",0,1371,400,39
"sub-110","qh07hl","22/12/2022","10:45:07",26.7722666666667,"1366x600",0.8196,60.56,"chrome","108.0.0","Desktop","Windows 10","Ebbinghaus",1,1,"Ebbinghaus_0.87143_-0.2800",0.87143,"Incongruent","-1",0.28,"Hard","Mild","arrowright",0,1321,410,40
"sub-110","qh07hl","22/12/2022","10:45:07",26.7722666666667,"1366x600",0.8196,60.56,"chrome","108.0.0","Desktop","Windows 10","Ebbinghaus",1,1,"Ebbinghaus_0.35714_0.11071",0.35714,"Incongruent","1",0.11071,"Easy","Mild","arrowright",1,1045,419,41
"sub-110","qh07hl","22/12/2022","10:45:07",26.7722666666667,"1366x600",0.8196,60.56,"chrome","108.0.0","Desktop","Windows 10","Ebbinghaus",1,1,"Ebbinghaus_0.10000_-0.15857",0.1,"Incongruent","-1",0.15857,"Easy","Mild","arrowright",0,1055,481,42
"sub-110","qh07hl","22/12/2022","10:45:07",26.7722666666667,"1366x600",0.8196,60.56,"chrome","108.0.0","Desktop","Windows 10","Ebbinghaus",1,1,"Ebbinghaus_-0.61429_0.15857",-0.61429,"Congruent","1",0.15857,"Easy","Mild","arrowleft",0,1016,490,43
"sub-110","qh07hl","22/12/2022","10:45:07",26.7722666666667,"1366x600",0.8196,60.56,"chrome","108.0.0","Desktop","Windows 10","Ebbinghaus",1,1,"Ebbinghaus_-0.61429_0.11071",-0.61429,"Congruent","1",0.11071,"Easy","Mild","arrowleft",0,1037,413,44
"sub-110","qh07hl","22/12/2022","10:45:07",26.7722666666667,"1366x600",0.8196,60.56,"chrome","108.0.0","Desktop","Windows 10","Ebbinghaus",1,1,"Ebbinghaus_-0.35714_0.21500",-0.35714,"Congruent","1",0.215,"Hard","Mild","arrowleft",0,1091,358,45
"sub-110","qh07hl","22/12/2022","10:45:07",26.7722666666667,"1366x600",0.8196,60.56,"chrome","108.0.0","Desktop","Windows 10","Ebbinghaus",1,1,"Ebbinghaus_0.87143_0.15857",0.87143,"Incongruent","1",0.15857,"Easy","Mild","arrowleft",0,1222,338,46
"sub-110","qh07hl","22/12/2022","10:45:07",26.7722666666667,"1366x600",0.8196,60.56,"chrome","108.0.0","Desktop","Windows 10","Ebbinghaus",1,1,"Ebbinghaus_-0.35714_-0.2150",-0.35714,"Congruent","-1",0.215,"Hard","Mild","arrowright",0,1132,418,47
"sub-110","qh07hl","22/12/2022","10:45:07",26.7722666666667,"1366x600",0.8196,60.56,"chrome","108.0.0","Desktop","Windows 10","Ebbinghaus",1,1,"Ebbinghaus_-0.87143_0.21500",-0.87143,"Congruent","1",0.215,"Hard","Mild","arrowleft",0,1018,407,48
"sub-110","qh07hl","22/12/2022","10:45:07",26.7722666666667,"1366x600",0.8196,60.56,"chrome","108.0.0","Desktop","Windows 10","Ebbinghaus",1,1,"Ebbinghaus_0.61429_0.11071",0.61429,"Incongruent","1",0.11071,"Easy","Mild","arrowright",1,1007,470,49
"sub-110","qh07hl","22/12/2022","10:45:07",26.7722666666667,"1366x600",0.8196,60.56,"chrome","108.0.0","Desktop","Windows 10","Ebbinghaus",1,1,"Ebbinghaus_0.35714_0.28000",0.35714,"Incongruent","1",0.28,"Hard","Mild","arrowleft",0,1229,346,50
"sub-110","qh07hl","22/12/2022","10:45:07",26.7722666666667,"1366x600",0.8196,60.56,"chrome","108.0.0","Desktop","Windows 10","Ebbinghaus",1,1,"Ebbinghaus_0.87143_-0.2150",0.87143,"Incongruent","-1",0.215,"Hard","Mild","arrowright",0,1390,388,51
"sub-110","qh07hl","22/12/2022","10:45:07",26.7722666666667,"1366x600",0.8196,60.56,"chrome","108.0.0","Desktop","Windows 10","Ebbinghaus",1,1,"Ebbinghaus_-0.61429_-0.15857",-0.61429,"Congruent","-1",0.15857,"Easy","Mild","arrowleft",1,1180,428,52
"sub-110","qh07hl","22/12/2022","10:45:07",26.7722666666667,"1366x600",0.8196,60.56,"chrome","108.0.0","Desktop","Windows 10","Ebbinghaus",1,1,"Ebbinghaus_0.35714_-0.11071",0.35714,"Incongruent","-1",0.11071,"Easy","Mild","arrowright",0,1089,488,53
"sub-110","qh07hl","22/12/2022","10:45:07",26.7722666666667,"1366x600",0.8196,60.56,"chrome","108.0.0","Desktop","Windows 10","Ebbinghaus",1,1,"Ebbinghaus_0.61429_0.28000",0.61429,"Incongruent","1",0.28,"Hard","Mild","arrowleft",0,1076,371,54
"sub-110","qh07hl","22/12/2022","10:45:07",26.7722666666667,"1366x600",0.8196,60.56,"chrome","108.0.0","Desktop","Windows 10","Ebbinghaus",1,1,"Ebbinghaus_0.61429_-0.15857",0.61429,"Incongruent","-1",0.15857,"Easy","Mild","arrowright",0,1409,369,55
"sub-110","qh07hl","22/12/2022","10:45:07",26.7722666666667,"1366x600",0.8196,60.56,"chrome","108.0.0","Desktop","Windows 10","Ebbinghaus",1,1,"Ebbinghaus_0.61429_-0.2800",0.61429,"Incongruent","-1",0.28,"Hard","Mild","arrowright",0,1003,419,56
"sub-110","qh07hl","22/12/2022","10:45:07",26.7722666666667,"1366x600",0.8196,60.56,"chrome","108.0.0","Desktop","Windows 10","Ebbinghaus",1,1,"Ebbinghaus_-0.1000_0.11071",-0.1,"Congruent","1",0.11071,"Easy","Mild","arrowleft",0,1334,420,57
"sub-110","qh07hl","22/12/2022","10:45:07",26.7722666666667,"1366x600",0.8196,60.56,"chrome","108.0.0","Desktop","Windows 10","Ebbinghaus",1,1,"Ebbinghaus_-0.61429_-0.11071",-0.61429,"Congruent","-1",0.11071,"Easy","Mild","arrowright",0,1057,465,58
"sub-110","qh07hl","22/12/2022","10:45:07",26.7722666666667,"1366x600",0.8196,60.56,"chrome","108.0.0","Desktop","Windows 10","Ebbinghaus",1,1,"Ebbinghaus_0.10000_0.11071",0.1,"Incongruent","1",0.11071,"Easy","Mild","arrowright",1,1210,404,59
"sub-110","qh07hl","22/12/2022","10:45:07",26.7722666666667,"1366x600",0.8196,60.56,"chrome","108.0.0","Desktop","Windows 10","Ebbinghaus",1,1,"Ebbinghaus_0.10000_0.21500",0.1,"Incongruent","1",0.215,"Hard","Mild","arrowleft",0,1206,377,60
"sub-110","qh07hl","22/12/2022","10:45:07",26.7722666666667,"1366x600",0.8196,60.56,"chrome","108.0.0","Desktop","Windows 10","Ebbinghaus",1,1,"Ebbinghaus_-0.87143_-0.15857",-0.87143,"Congruent","-1",0.15857,"Easy","Mild","arrowright",0,1159,441,61
"sub-110","qh07hl","22/12/2022","10:45:07",26.7722666666667,"1366x600",0.8196,60.56,"chrome","108.0.0","Desktop","Windows 10","Ebbinghaus",1,1,"Ebbinghaus_-0.87143_0.15857",-0.87143,"Congruent","1",0.15857,"Easy","Mild","arrowleft",0,1496,458,62
"sub-110","qh07hl","22/12/2022","10:45:07",26.7722666666667,"1366x600",0.8196,60.56,"chrome","108.0.0","Desktop","Windows 10","Ebbinghaus",1,1,"Ebbinghaus_-0.1000_-0.11071",-0.1,"Congruent","-1",0.11071,"Easy","Mild","arrowright",0,1325,392,63
"sub-110","qh07hl","22/12/2022","10:45:07",26.7722666666667,"1366x600",0.8196,60.56,"chrome","108.0.0","Desktop","Windows 10","Ebbinghaus",1,1,"Ebbinghaus_-0.87143_-0.11071",-0.87143,"Congruent","-1",0.11071,"Easy","Mild","arrowright",0,1455,390,64
"sub-110","qh07hl","22/12/2022","10:45:07",26.7722666666667,"1366x600",0.8196,60.56,"chrome","108.0.0","Desktop","Windows 10","Vertical-Horizontal",2,2,"VerticalHorizontal_28.75714_-0.16217",28.75714,"Incongruent","-1",0.16217,"Easy","Strong","arrowleft",1,1064,400,1
"sub-110","qh07hl","22/12/2022","10:45:07",26.7722666666667,"1366x600",0.8196,60.56,"chrome","108.0.0","Desktop","Windows 10","Vertical-Horizontal",2,2,"VerticalHorizontal_-11.78571_-0.0673",-11.78571,"Congruent","-1",0.0673,"Easy","Strong","arrowright",0,1151,551,2
"sub-110","qh07hl","22/12/2022","10:45:07",26.7722666666667,"1366x600",0.8196,60.56,"chrome","108.0.0","Desktop","Windows 10","Vertical-Horizontal",2,2,"VerticalHorizontal_-3.3000_-0.2250",-3.3,"Congruent","-1",0.225,"Hard","Mild","arrowright",0,1169,390,3
"sub-110","qh07hl","22/12/2022","10:45:07",26.7722666666667,"1366x600",0.8196,60.56,"chrome","108.0.0","Desktop","Windows 10","Vertical-Horizontal",2,2,"VerticalHorizontal_-28.75714_0.16217",-28.75714,"Congruent","1",0.16217,"Easy","Strong","arrowleft",0,1318,326,4
"sub-110","qh07hl","22/12/2022","10:45:07",26.7722666666667,"1366x600",0.8196,60.56,"chrome","108.0.0","Desktop","Windows 10","Vertical-Horizontal",2,2,"VerticalHorizontal_20.27143_0.22500",20.27143,"Incongruent","1",0.225,"Hard","Strong","arrowleft",0,1266,400,5
"sub-110","qh07hl","22/12/2022","10:45:07",26.7722666666667,"1366x600",0.8196,60.56,"chrome","108.0.0","Desktop","Windows 10","Vertical-Horizontal",2,2,"VerticalHorizontal_-20.27143_-0.16217",-20.27143,"Congruent","-1",0.16217,"Easy","Strong","arrowright",0,1176,389,6
"sub-110","qh07hl","22/12/2022","10:45:07",26.7722666666667,"1366x600",0.8196,60.56,"chrome","108.0.0","Desktop","Windows 10","Vertical-Horizontal",2,2,"VerticalHorizontal_3.30000_-0.16217",3.3,"Incongruent","-1",0.16217,"Easy","Mild","arrowright",0,1320,415,7
"sub-110","qh07hl","22/12/2022","10:45:07",26.7722666666667,"1366x600",0.8196,60.56,"chrome","108.0.0","Desktop","Windows 10","Vertical-Horizontal",2,2,"VerticalHorizontal_-11.78571_0.22500",-11.78571,"Congruent","1",0.225,"Hard","Strong","arrowleft",0,1025,367,8
"sub-110","qh07hl","22/12/2022","10:45:07",26.7722666666667,"1366x600",0.8196,60.56,"chrome","108.0.0","Desktop","Windows 10","Vertical-Horizontal",2,2,"VerticalHorizontal_20.27143_-0.1096",20.27143,"Incongruent","-1",0.1096,"Easy","Strong","arrowleft",1,1380,326,9
"sub-110","qh07hl","22/12/2022","10:45:07",26.7722666666667,"1366x600",0.8196,60.56,"chrome","108.0.0","Desktop","Windows 10","Vertical-Horizontal",2,2,"VerticalHorizontal_-11.78571_0.06730",-11.78571,"Congruent","1",0.0673,"Easy","Strong","arrowleft",0,1103,427,10
"sub-110","qh07hl","22/12/2022","10:45:07",26.7722666666667,"1366x600",0.8196,60.56,"chrome","108.0.0","Desktop","Windows 10","Vertical-Horizontal",2,2,"VerticalHorizontal_3.30000_-0.0673",3.3,"Incongruent","-1",0.0673,"Easy","Mild","arrowright",0,1477,397,11
"sub-110","qh07hl","22/12/2022","10:45:07",26.7722666666667,"1366x600",0.8196,60.56,"chrome","108.0.0","Desktop","Windows 10","Vertical-Horizontal",2,2,"VerticalHorizontal_11.78571_0.16217",11.78571,"Incongruent","1",0.16217,"Easy","Strong","arrowleft",0,1080,492,12
"sub-110","qh07hl","22/12/2022","10:45:07",26.7722666666667,"1366x600",0.8196,60.56,"chrome","108.0.0","Desktop","Windows 10","Vertical-Horizontal",2,2,"VerticalHorizontal_28.75714_-0.1096",28.75714,"Incongruent","-1",0.1096,"Easy","Strong","arrowleft",1,1028,376,13
"sub-110","qh07hl","22/12/2022","10:45:07",26.7722666666667,"1366x600",0.8196,60.56,"chrome","108.0.0","Desktop","Windows 10","Vertical-Horizontal",2,2,"VerticalHorizontal_-3.3000_-0.0673",-3.3,"Congruent","-1",0.0673,"Easy","Mild","arrowright",0,1229,394,14
"sub-110","qh07hl","22/12/2022","10:45:07",26.7722666666667,"1366x600",0.8196,60.56,"chrome","108.0.0","Desktop","Windows 10","Vertical-Horizontal",2,2,"VerticalHorizontal_11.78571_-0.1096",11.78571,"Incongruent","-1",0.1096,"Easy","Strong","arrowleft",1,1033,379,15
"sub-110","qh07hl","22/12/2022","10:45:07",26.7722666666667,"1366x600",0.8196,60.56,"chrome","108.0.0","Desktop","Windows 10","Vertical-Horizontal",2,2,"VerticalHorizontal_11.78571_-0.0673",11.78571,"Incongruent","-1",0.0673,"Easy","Strong","arrowleft",1,1335,402,16
"sub-110","qh07hl","22/12/2022","10:45:07",26.7722666666667,"1366x600",0.8196,60.56,"chrome","108.0.0","Desktop","Windows 10","Vertical-Horizontal",2,2,"VerticalHorizontal_28.75714_0.22500",28.75714,"Incongruent","1",0.225,"Hard","Strong","arrowright",1,1380,388,17
"sub-110","qh07hl","22/12/2022","10:45:07",26.7722666666667,"1366x600",0.8196,60.56,"chrome","108.0.0","Desktop","Windows 10","Vertical-Horizontal",2,2,"VerticalHorizontal_28.75714_0.06730",28.75714,"Incongruent","1",0.0673,"Easy","Strong","arrowright",1,1264,368,18
"sub-110","qh07hl","22/12/2022","10:45:07",26.7722666666667,"1366x600",0.8196,60.56,"chrome","108.0.0","Desktop","Windows 10","Vertical-Horizontal",2,2,"VerticalHorizontal_-20.27143_0.22500",-20.27143,"Congruent","1",0.225,"Hard","Strong","arrowleft",0,1430,332,19
"sub-110","qh07hl","22/12/2022","10:45:07",26.7722666666667,"1366x600",0.8196,60.56,"chrome","108.0.0","Desktop","Windows 10","Vertical-Horizontal",2,2,"VerticalHorizontal_3.30000_0.22500",3.3,"Incongruent","1",0.225,"Hard","Mild","arrowleft",0,1341,377,20
"sub-110","qh07hl","22/12/2022","10:45:07",26.7722666666667,"1366x600",0.8196,60.56,"chrome","108.0.0","Desktop","Windows 10","Vertical-Horizontal",2,2,"VerticalHorizontal_20.27143_0.10960",20.27143,"Incongruent","1",0.1096,"Easy","Strong","arrowright",1,1121,463,21
"sub-110","qh07hl","22/12/2022","10:45:07",26.7722666666667,"1366x600",0.8196,60.56,"chrome","108.0.0","Desktop","Windows 10","Vertical-Horizontal",2,2,"VerticalHorizontal_-20.27143_0.06730",-20.27143,"Congruent","1",0.0673,"Easy","Strong","arrowleft",0,1195,364,22
"sub-110","qh07hl","22/12/2022","10:45:07",26.7722666666667,"1366x600",0.8196,60.56,"chrome","108.0.0","Desktop","Windows 10","Vertical-Horizontal",2,2,"VerticalHorizontal_-20.27143_-0.2250",-20.27143,"Congruent","-1",0.225,"Hard","Strong","arrowright",0,1297,389,23
"sub-110","qh07hl","22/12/2022","10:45:07",26.7722666666667,"1366x600",0.8196,60.56,"chrome","108.0.0","Desktop","Windows 10","Vertical-Horizontal",2,2,"VerticalHorizontal_20.27143_-0.0673",20.27143,"Incongruent","-1",0.0673,"Easy","Strong","arrowleft",1,1251,358,24
"sub-110","qh07hl","22/12/2022","10:45:07",26.7722666666667,"1366x600",0.8196,60.56,"chrome","108.0.0","Desktop","Windows 10","Vertical-Horizontal",2,2,"VerticalHorizontal_-3.3000_0.06730",-3.3,"Congruent","1",0.0673,"Easy","Mild","arrowleft",0,1473,444,25
"sub-110","qh07hl","22/12/2022","10:45:07",26.7722666666667,"1366x600",0.8196,60.56,"chrome","108.0.0","Desktop","Windows 10","Vertical-Horizontal",2,2,"VerticalHorizontal_3.30000_0.16217",3.3,"Incongruent","1",0.16217,"Easy","Mild","arrowleft",0,1235,392,26
"sub-110","qh07hl","22/12/2022","10:45:07",26.7722666666667,"1366x600",0.8196,60.56,"chrome","108.0.0","Desktop","Windows 10","Vertical-Horizontal",2,2,"VerticalHorizontal_-28.75714_0.10960",-28.75714,"Congruent","1",0.1096,"Easy","Strong","arrowleft",0,1484,317,27
"sub-110","qh07hl","22/12/2022","10:45:07",26.7722666666667,"1366x600",0.8196,60.56,"chrome","108.0.0","Desktop","Windows 10","Vertical-Horizontal",2,2,"VerticalHorizontal_-28.75714_-0.1096",-28.75714,"Congruent","-1",0.1096,"Easy","Strong","arrowright",0,1231,365,28
"sub-110","qh07hl","22/12/2022","10:45:07",26.7722666666667,"1366x600",0.8196,60.56,"chrome","108.0.0","Desktop","Windows 10","Vertical-Horizontal",2,2,"VerticalHorizontal_-11.78571_0.16217",-11.78571,"Congruent","1",0.16217,"Easy","Strong","arrowleft",0,1188,324,29
